,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
658,659,Bunnelby,6,Normal,Digging Pokémon,1,Normal,,0.4,5.0,3,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57,255.0,70.0,47.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
659,660,Diggersby,6,Normal,Digging Pokémon,2,Normal,Ground,1.0,42.4,3,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78,127.0,70.0,148.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0
660,661,Fletchling,6,Normal,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,2,Big Pecks,,Gale Wings,278,45,50,43,40,38,62,255.0,70.0,56.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
661,662,Fletchinder,6,Normal,Ember Pokémon,2,Fire,Flying,0.7,16.0,2,Flame Body,,Gale Wings,382,62,73,55,56,52,84,120.0,70.0,134.0,Medium Slow,1,Flying,,50.0,15.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
662,663,Talonflame,6,Normal,Scorching Pokémon,2,Fire,Flying,1.2,24.5,2,Flame Body,,Gale Wings,499,78,81,71,74,69,126,45.0,70.0,175.0,Medium Slow,1,Flying,,50.0,15.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
663,664,Scatterbug,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35,255.0,70.0,40.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
664,665,Spewpa,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,8.4,2,Shed Skin,,Friend Guard,213,45,22,60,27,30,29,120.0,70.0,75.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
665,666,Vivillon,6,Normal,Scale Pokémon,2,Bug,Flying,1.2,17.0,3,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,45.0,70.0,185.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
666,667,Litleo,6,Normal,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,220.0,70.0,74.0,Medium Slow,1,Field,,25.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
667,668,Pyroar,6,Normal,Royal Pokémon,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,65.0,70.0,177.0,Medium Slow,1,Field,,25.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
668,669,Flabébé,6,Normal,Single Bloom Pokémon,1,Fairy,,0.1,0.1,2,Flower Veil,,Symbiosis,303,44,38,39,61,79,42,225.0,70.0,61.0,Medium Fast,1,Fairy,,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
669,670,Floette,6,Normal,Single Bloom Pokémon,1,Fairy,,0.2,0.9,2,Flower Veil,,Symbiosis,371,54,45,47,75,98,52,120.0,70.0,130.0,Medium Fast,1,Fairy,,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
670,671,Florges,6,Normal,Garden Pokémon,1,Fairy,,1.1,10.0,2,Flower Veil,,Symbiosis,552,78,65,68,112,154,75,45.0,70.0,248.0,Medium Fast,1,Fairy,,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
671,672,Skiddo,6,Normal,Mount Pokémon,1,Grass,,0.9,31.0,2,Sap Sipper,,Grass Pelt,350,66,65,48,62,57,52,200.0,70.0,70.0,Medium Fast,1,Field,,50.0,20.0,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
672,673,Gogoat,6,Normal,Mount Pokémon,1,Grass,,1.7,91.0,2,Sap Sipper,,Grass Pelt,531,123,100,62,97,81,68,45.0,70.0,186.0,Medium Fast,1,Field,,50.0,20.0,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
673,674,Pancham,6,Normal,Playful Pokémon,1,Fighting,,0.6,8.0,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,220.0,70.0,70.0,Medium Fast,2,Field,Human-Like,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
674,675,Pangoro,6,Normal,Daunting Pokémon,2,Fighting,Dark,2.1,136.0,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,65.0,70.0,173.0,Medium Fast,2,Field,Human-Like,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
675,676,Furfrou,6,Normal,Poodle Pokémon,1,Normal,,1.2,28.0,1,Fur Coat,,,472,75,80,60,65,90,102,160.0,70.0,165.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
676,677,Espurr,6,Normal,Restraint Pokémon,1,Psychic,,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,190.0,70.0,71.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
677,678,Meowstic Male,6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,75.0,70.0,163.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
678,679,Honedge,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,2.0,1,No Guard,,,325,45,80,100,35,37,28,180.0,70.0,65.0,Medium Fast,1,Mineral,,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
679,680,Doublade,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,4.5,1,No Guard,,,448,59,110,150,45,49,35,90.0,70.0,157.0,Medium Fast,1,Mineral,,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
680,681,Aegislash Blade Forme,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,1,Stance Change,,,520,60,150,50,150,50,60,45.0,70.0,234.0,Medium Fast,1,Mineral,,50.0,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
681,682,Spritzee,6,Normal,Perfume Pokémon,1,Fairy,,0.2,0.5,2,Healer,,Aroma Veil,341,78,52,60,63,65,23,200.0,70.0,68.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
682,683,Aromatisse,6,Normal,Fragrance Pokémon,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,462,101,72,72,99,89,29,140.0,70.0,162.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
683,684,Swirlix,6,Normal,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,341,62,48,66,59,57,49,200.0,70.0,68.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
684,685,Slurpuff,6,Normal,Meringue Pokémon,1,Fairy,,0.8,5.0,2,Sweet Veil,,Unburden,480,82,80,86,85,75,72,140.0,70.0,168.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
685,686,Inkay,6,Normal,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,190.0,70.0,58.0,Medium Fast,2,Water 1,Water 2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
686,687,Malamar,6,Normal,Overturning Pokémon,2,Dark,Psychic,1.5,47.0,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,80.0,70.0,169.0,Medium Fast,2,Water 1,Water 2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
687,688,Binacle,6,Normal,Two-Handed Pokémon,2,Rock,Water,0.5,31.0,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,120.0,70.0,61.0,Medium Fast,1,Water 3,,50.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
688,689,Barbaracle,6,Normal,Collective Pokémon,2,Rock,Water,1.3,96.0,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,45.0,70.0,175.0,Medium Fast,1,Water 3,,50.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
689,690,Skrelp,6,Normal,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,225.0,70.0,64.0,Medium Fast,2,Dragon,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
690,691,Dragalge,6,Normal,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,55.0,70.0,173.0,Medium Fast,2,Dragon,Water 1,50.0,20.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
691,692,Clauncher,6,Normal,Water Gun Pokémon,1,Water,,0.5,8.3,1,Mega Launcher,,,330,50,53,62,58,63,44,225.0,70.0,66.0,Slow,2,Water 1,Water 3,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
692,693,Clawitzer,6,Normal,Howitzer Pokémon,1,Water,,1.3,35.3,1,Mega Launcher,,,500,71,73,88,120,89,59,55.0,70.0,100.0,Slow,2,Water 1,Water 3,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
693,694,Helioptile,6,Normal,Generator Pokémon,2,Electric,Normal,0.5,6.0,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,190.0,70.0,58.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
694,695,Heliolisk,6,Normal,Generator Pokémon,2,Electric,Normal,1.0,21.0,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,75.0,70.0,168.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
695,696,Tyrunt,6,Normal,Royal Heir Pokémon,2,Rock,Dragon,0.8,26.0,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,45.0,70.0,72.0,Medium Fast,2,Dragon,Monster,87.5,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
696,697,Tyrantrum,6,Normal,Despot Pokémon,2,Rock,Dragon,2.5,270.0,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,45.0,70.0,182.0,Medium Fast,2,Dragon,Monster,87.5,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
697,698,Amaura,6,Normal,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,45.0,70.0,72.0,Medium Fast,1,Monster,,87.5,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
698,699,Aurorus,6,Normal,Tundra Pokémon,2,Rock,Ice,2.7,225.0,2,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,45.0,70.0,104.0,Medium Fast,1,Monster,,87.5,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
699,700,Sylveon,6,Normal,Intertwining Pokémon,1,Fairy,,1.0,23.5,2,Cute Charm,,Pixilate,525,95,65,65,110,130,60,45.0,70.0,184.0,Medium Fast,1,Field,,87.5,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
700,701,Hawlucha,6,Normal,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,100.0,70.0,175.0,Medium Fast,2,Flying,Human-Like,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
701,702,Dedenne,6,Normal,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,180.0,70.0,151.0,Medium Fast,2,Fairy,Field,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
702,703,Carbink,6,Normal,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,500,50,50,150,50,150,50,60.0,70.0,100.0,Slow,2,Fairy,Mineral,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
703,704,Goomy,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,45.0,35.0,60.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
704,705,Sliggoo,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,45.0,35.0,158.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
705,706,Goodra,6,Normal,Dragon Pokémon,1,Dragon,,2.0,150.5,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,45.0,35.0,270.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
706,707,Klefki,6,Normal,Key Ring Pokémon,2,Steel,Fairy,0.2,3.0,2,Prankster,,Magician,470,57,80,91,80,87,75,75.0,70.0,165.0,Fast,1,Mineral,,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
707,708,Phantump,6,Normal,Stump Pokémon,2,Ghost,Grass,0.4,7.0,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,120.0,70.0,62.0,Medium Fast,2,Amorphous,Grass,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
708,709,Trevenant,6,Normal,Elder Tree Pokémon,2,Ghost,Grass,1.5,71.0,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,60.0,70.0,166.0,Medium Fast,2,Amorphous,Grass,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
709,710,Pumpkaboo Average Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.4,5.0,3,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
710,711,Gourgeist Average Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
711,712,Bergmite,6,Normal,Ice Chunk Pokémon,1,Ice,,1.0,99.5,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,190.0,70.0,61.0,Medium Fast,2,Mineral,Monster,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
712,713,Avalugg,6,Normal,Iceberg Pokémon,1,Ice,,2.0,505.0,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,55.0,70.0,180.0,Medium Fast,2,Mineral,Monster,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
713,714,Noibat,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8.0,3,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,190.0,70.0,49.0,Medium Fast,2,Dragon,Flying,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
714,715,Noivern,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85.0,3,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,45.0,70.0,187.0,Medium Fast,2,Dragon,Flying,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
721,722,Rowlet,7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320,68,55,55,50,50,42,45.0,70.0,64.0,Medium Slow,1,Flying,,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
722,723,Dartrix,7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16.0,2,Overgrow,,Long Reach,420,78,75,75,70,70,52,45.0,70.0,147.0,Medium Slow,1,Flying,,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
723,724,Decidueye,7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530,78,107,75,100,100,70,45.0,70.0,239.0,Medium Slow,1,Flying,,87.5,15.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
724,725,Litten,7,Normal,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320,45,65,40,60,40,70,45.0,70.0,64.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
725,726,Torracat,7,Normal,Fire Cat Pokémon,1,Fire,,0.7,25.0,2,Blaze,,Intimidate,420,65,85,50,80,50,90,45.0,70.0,147.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
726,727,Incineroar,7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83.0,2,Blaze,,Intimidate,530,95,115,90,80,90,60,45.0,70.0,239.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
727,728,Popplio,7,Normal,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320,50,54,54,66,56,40,45.0,70.0,64.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
728,729,Brionne,7,Normal,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420,60,69,69,91,81,50,45.0,70.0,147.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
729,730,Primarina,7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44.0,2,Torrent,,Liquid Voice,530,80,74,74,126,116,60,45.0,70.0,239.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
730,731,Pikipek,7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,255.0,70.0,53.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
731,732,Trumbeak,7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,120.0,70.0,124.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
732,733,Toucannon,7,Normal,Cannon Pokémon,2,Normal,Flying,1.1,26.0,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,45.0,70.0,218.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
733,734,Yungoos,7,Normal,Loitering Pokémon,1,Normal,,0.4,6.0,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,255.0,70.0,51.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
734,735,Gumshoos,7,Normal,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,127.0,70.0,146.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
735,736,Grubbin,7,Normal,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,300,47,62,45,55,45,46,255.0,70.0,60.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
736,737,Charjabug,7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,400,57,82,95,55,75,36,120.0,70.0,140.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
737,738,Vikavolt,7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45.0,1,Levitate,,,500,77,70,90,145,75,43,45.0,70.0,225.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
738,739,Crabrawler,7,Normal,Boxing Pokémon,1,Fighting,,0.6,7.0,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,225.0,70.0,68.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
